店名,網址,星級,評論,回復,地址
甕窯雞台中店/台中美食餐廳,https://www.google.com.tw/maps/place/%E7%94%95%E7%AA%AF%E9%9B%9E%E5%8F%B0%E4%B8%AD%E5%BA%97%2F%E5%8F%B0%E4%B8%AD%E7%BE%8E%E9%A3%9F%E9%A4%90%E5%BB%B3/data=!4m5!3m4!1s0x3469183c2dac5cd5:0x579cf9ed3789176b!8m2!3d24.1765621!4d120.7277559?authuser=0&hl=zh-TW&rclk=1,4.6,5547,"['雞肉好吃皮酥肉嫩多汁，蔥燒牛寶湯料多湯頭讚，水蓮菜好吃。', '烤雞好吃菜色豐富下次可以再來 全世界最好吃的 潮台灣古早味推薦給大家', '出遊吃飯～甕窯雞、蝦子很好吃,杏鮑菇➕鹹蛋黃～好奇怪的口感～小孩吃的津津有味！']",406台中市北屯區東山路一段368號
樹太老日本定食-台中東山店｜北屯區東山路大坑美食餐廳,https://www.google.com.tw/maps/place/%E6%A8%B9%E5%A4%AA%E8%80%81%E6%97%A5%E6%9C%AC%E5%AE%9A%E9%A3%9F-%E5%8F%B0%E4%B8%AD%E6%9D%B1%E5%B1%B1%E5%BA%97%EF%BD%9C%E5%8C%97%E5%B1%AF%E5%8D%80%E6%9D%B1%E5%B1%B1%E8%B7%AF%E5%A4%A7%E5%9D%91%E7%BE%8E%E9%A3%9F%E9%A4%90%E5%BB%B3/data=!4m5!3m4!1s0x34691954732e4c0d:0x82d504cefd7e547c!8m2!3d24.1768888!4d120.7293237?authuser=0&hl=zh-TW&rclk=1,4.2,502,"['環境整潔 服務親切 套餐好吃 白飯味增湯小菜高麗菜絲無限供應', '隔壁就是停車場停車方便，乾淨整潔，只是差在簡餐配菜卻是生菜，cp值不夠！', '甜點跟奶茶感覺蠻普通的，豬排跟炸雞塊好吃，用餐環境整潔，服務態度也不錯']",40663台中市北屯區東山路一段380之12號
來去旅食早午餐,https://www.google.com.tw/maps/place/%E4%BE%86%E5%8E%BB%E6%97%85%E9%A3%9F%E6%97%A9%E5%8D%88%E9%A4%90/data=!4m5!3m4!1s0x346917c272c725f5:0xf3fe58eb0150dcbe!8m2!3d24.1761675!4d120.6882675?authuser=0&hl=zh-TW&rclk=1,4.7,562,"['價位平價 店裡氣氛好 餐點豐富實在 推芥末籽醬義大利麵 很棒的早午餐店', '還有奶油湯種山型吐司小巧可愛，還聞到牛奶香味，不沾任何佐料就很好吃！', '建議要先預約，這邊位子不多用餐的有客人很多，採先點餐先結帳的方式，水跟餐具自助']",406台中市北屯區熱河路三段16號
立花日式壽司專賣店,https://www.google.com.tw/maps/place/%E7%AB%8B%E8%8A%B1%E6%97%A5%E5%BC%8F%E5%A3%BD%E5%8F%B8%E5%B0%88%E8%B3%A3%E5%BA%97/data=!4m5!3m4!1s0x346917c270554b77:0xf725fb2dd12d7635!8m2!3d24.1778013!4d120.6832637?authuser=0&hl=zh-TW&rclk=1,4.2,564,"['超好吃！我都從新竹騎去台中了 老闆對料理很有熱情 食物也是真材實料！！', '海鮮新鮮，衛生，好吃，蛋蛋飯很有特色，牛肉很嫩', '如果有相同的預算本人非常推薦大漁迴轉壽司，食材新鮮、料理手法恰到好處']",40651台中市北屯區崇德二路二段276-1號
陶然左岸蔬食,https://www.google.com.tw/maps/place/%E9%99%B6%E7%84%B6%E5%B7%A6%E5%B2%B8%E8%94%AC%E9%A3%9F/data=!4m5!3m4!1s0x3469183c0864e403:0xd40a839a1c8f85fa!8m2!3d24.1818245!4d120.7230841?authuser=0&hl=zh-TW&rclk=1,4.5,1981,"['姊姊招待美食，餐廳菜色天然，健康，美味 服務優，地方乾淨，出菜速度快。。。。', '服務親切~餐點在地食材新鮮好吃~用餐環境優雅~咖啡香醇~甜點清爽好吃', '蔬菜輕食,補菜很快,空間寬敞,無壓力的享受很棒']",406台中市北屯區松竹路一段468-1號
梨子咖啡館 崇德店,https://www.google.com.tw/maps/place/%E6%A2%A8%E5%AD%90%E5%92%96%E5%95%A1%E9%A4%A8+%E5%B4%87%E5%BE%B7%E5%BA%97/data=!4m5!3m4!1s0x346917c0f72e9e15:0x3b5cfdfa96e6e48c!8m2!3d24.1818136!4d120.6857081?authuser=0&hl=zh-TW&rclk=1,4.4,3070,"['交通方便，裝潢擺設溫馨，多種空間規劃，餐點中規中矩，惜塔派&甜點份量太小。', '食物好吃環境優良，有兒童遊戲和閱讀區，適合三五好友聚餐閒聊，牛奶起司鍋大愛。', '很棒的用餐環境 服務人員貼心的問候與服務 食材新鮮，口味超值 值得再訪的餐廳❤️']",406台中市北屯區崇德路三段1號
ZAKA western restaurant,https://www.google.com.tw/maps/place/ZAKA+western+restaurant/data=!4m5!3m4!1s0x346917dd136ac33b:0xa9b1a5e2e9e3786c!8m2!3d24.1707628!4d120.6874037?authuser=0&hl=zh-TW&rclk=1,4.2,649,"['沒有特別記菜名！朋友點的明太子海鮮披薩口感也很棒！喜歡餅皮的脆度！', '點了奶油蝦墨魚麵，好食，湯的味道也很好。但套餐的咖啡不好喝', '香蕉巧克力牛奶很好喝～ 甜點焦糖布丁超好吃！']",406台中市北屯區北平路四段65號
徐家莊麵館,https://www.google.com.tw/maps/place/%E5%BE%90%E5%AE%B6%E8%8E%8A%E9%BA%B5%E9%A4%A8/data=!4m5!3m4!1s0x346917dc83adb061:0x361c049bb14faf64!8m2!3d24.1710745!4d120.6836156?authuser=0&hl=zh-TW&rclk=1,4.1,1547,"['麵條彈牙像烏龍麵，泰式炒麵太辣又不酸 不推，廣式炒飯還好，皮蛋炒牛肉還不錯', '簡餐類如果食量大的人建議點兩碗飯因為真的很下飯 蝦蚌麵的湯頭好喝又多料', '推薦：大滷麵、番茄牛肉麵、麻辣鍋麵、藥膳羊肉麵。']",406台中市北屯區北平路三段135號
野店鄉野小吃合菜餐廳,https://www.google.com.tw/maps/place/%E9%87%8E%E5%BA%97%E9%84%89%E9%87%8E%E5%B0%8F%E5%90%83%E5%90%88%E8%8F%9C%E9%A4%90%E5%BB%B3/data=!4m5!3m4!1s0x3469183d40850cff:0xaa91d9d1cceda09b!8m2!3d24.1647887!4d120.7230785?authuser=0&hl=zh-TW&rclk=1,4.1,2175,"['非常到位的傳統台菜料理， 價格公道， 推薦剝皮辣椒雞 鳳梨蝦球 玉米雞', '出菜速度超快 小朋友最愛炸土魠魚 停車也方便 但是室內沒開冷氣有點熱', '每次去都點合菜 便宜又好吃 菜色多樣份量也多 豬肋排軟嫩 聚餐辦桌的好地方']",406台中市北屯區建和路一段368號
大城享泰食-大坑店,https://www.google.com.tw/maps/place/%E5%A4%A7%E5%9F%8E%E4%BA%AB%E6%B3%B0%E9%A3%9F-%E5%A4%A7%E5%9D%91%E5%BA%97/data=!4m5!3m4!1s0x3469190f1d8e4a43:0xa21116a343fd23e6!8m2!3d24.1741342!4d120.7296385?authuser=0&hl=zh-TW&rclk=1,4.5,938,"['連小菜都好吃😋 打拋豬肉飯 泰式椒麻雞飯 海鮮湯 泰式奶茶 摩摩喳喳 什錦水果冰', '停車方便，座位空間不擁擠，環境不錯，適合聚餐。餐點好吃，大推綠咖哩和打拋豬', '服務5顆星的好餐廳 綠咖喱雞超好吃、椰汁牛肉普通太鹹 椒麻雞也不錯 榴蓮餅很特別']",406台中市北屯區軍福十五路20號
厝秘 - 功夫菜‧手路湯（崇德店）,https://www.google.com.tw/maps/place/%E5%8E%9D%E7%A7%98+-+%E5%8A%9F%E5%A4%AB%E8%8F%9C%E2%80%A7%E6%89%8B%E8%B7%AF%E6%B9%AF%EF%BC%88%E5%B4%87%E5%BE%B7%E5%BA%97%EF%BC%89/data=!4m5!3m4!1s0x346917ac6378d53b:0xd498526a331eb7c8!8m2!3d24.18372!4d120.6898836?authuser=0&hl=zh-TW&rclk=1,4.3,557,"['旁邊有收費停車場 享受在豪宅內用餐 芋頭鴨東坡肉非常驚豔 菜飯和金沙豆腐非常好吃', '裝潢法式風格，很漂亮，服務人員服務很好，擺盤裝飾很漂亮，食材新鮮，不錯吃', '隱身在高雅別墅裡的美食餐廳，冷菜紹興醉雞讓我驚驗，粉好吃哩，剝皮辣椒雞湯很推。']",406台中市北屯區崇德八路一段18號
默爾 pasta.pizza (北屯店）,https://www.google.com.tw/maps/place/%E9%BB%98%E7%88%BE+pasta.pizza+(%E5%8C%97%E5%B1%AF%E5%BA%97%EF%BC%89/data=!4m5!3m4!1s0x346917dcd77b5f35:0xed21363f541b1f0e!8m2!3d24.1735057!4d120.6882307?authuser=0&hl=zh-TW&rclk=1,4.2,869,"['披薩皮薄餡料好、麵鹹味道沒出來，費用不斐！飲料、咖啡都不錯！服務態度很棒！', '吃飯空間寬敞，餐點也好吃，服務也很親切自然。覺得是這一帶品質、氣氛都很好的餐廳。', '老闆很用心，會出來關心客人用餐狀況。喜歡套餐的選項，牛肉很嫩很好吃']",406台中市北屯區安順四街2號
深紅汕頭鍋物–北屯崇德店,https://www.google.com.tw/maps/place/%E6%B7%B1%E7%B4%85%E6%B1%95%E9%A0%AD%E9%8D%8B%E7%89%A9%E2%80%93%E5%8C%97%E5%B1%AF%E5%B4%87%E5%BE%B7%E5%BA%97/data=!4m5!3m4!1s0x3469176a20c90c97:0x9ac298de3654807a!8m2!3d24.1893447!4d120.6898193?authuser=0&hl=zh-TW&rclk=1,4.8,1362,"['工作人員服務好，品質佳，蔬食甜，湯頭美味 桂花釀冰沙好喝，餐點介紹清楚', '肉質不錯 海鮮新鮮 外場兩位美女服務人員態度佳，雙人套餐份量很足 CP值高 😌', '店員告知需6:30才可取餐，並且菜單要看”深紅微超市”，非深紅汕頭火鍋官網。']",406台中市北屯區昌平東五路256號
富田和牛燒肉 / 台中燒肉 / 和牛燒肉 / 北屯燒肉 / 個人燒肉 / 生日餐廳 / 聖誕大餐,https://www.google.com.tw/maps/place/%E5%AF%8C%E7%94%B0%E5%92%8C%E7%89%9B%E7%87%92%E8%82%89+%2F+%E5%8F%B0%E4%B8%AD%E7%87%92%E8%82%89+%2F+%E5%92%8C%E7%89%9B%E7%87%92%E8%82%89+%2F+%E5%8C%97%E5%B1%AF%E7%87%92%E8%82%89+%2F+%E5%80%8B%E4%BA%BA%E7%87%92%E8%82%89+%2F+%E7%94%9F%E6%97%A5%E9%A4%90%E5%BB%B3+%2F+%E8%81%96%E8%AA%95%E5%A4%A7%E9%A4%90/data=!4m5!3m4!1s0x346917618c203165:0xfaffbfc008489816!8m2!3d24.1861166!4d120.6881406?authuser=0&hl=zh-TW&rclk=1,4.4,1542,"['裝潢美輪美奐，用餐環境佳；食材新鮮美味，收費合理CP值高，值得闔家聚餐的好地方!', 'A5和牛、牛小排、骰子牛、櫻桃鴨、梅花豬、炸牛排、壽星送巧克力牛！整桌滿滿！', '店內的服務都很好 會隨時隨地查看客人的餐點以及桌上的東西 肉質也是好到沒話說！']",406台中市北屯區昌平三街61號
臭豆腐,https://www.google.com.tw/maps/place/%E8%87%AD%E8%B1%86%E8%85%90/data=!4m5!3m4!1s0x346917ec3a1846e1:0x1f06110e097f5ba8!8m2!3d24.1766581!4d120.6968287?authuser=0&hl=zh-TW&rclk=1,4.1,650,"['有別於水街（西屯路水族街），好停車、網路價的實體店面，老闆跟老闆娘非常親切。', '台中北屯區最大的黃昏市場，裡面應有盡有，熟食、生食，什麼都有。', '櫥櫃裡有賣鮭魚卵壽司，價格是日本料理店面的售價，但是品嚐後覺得不符合cp值']",406台中市北屯區遼寧路一段376號
鈺鮮創意日式料理,https://www.google.com.tw/maps/place/%E9%88%BA%E9%AE%AE%E5%89%B5%E6%84%8F%E6%97%A5%E5%BC%8F%E6%96%99%E7%90%86/data=!4m5!3m4!1s0x346917e94ea968a1:0xe2d5902c21bfc7c6!8m2!3d24.1740309!4d120.6836917?authuser=0&hl=zh-TW&rclk=1,4.5,1192,"['格斯牛肉、青甘+魚子醬握壽司、炸鮭魚丸、小菜黃金海帶絲、味噌湯、甜點。', '食材新鮮.刺身好吃.價位便宜.好停車對面有停車場.下次吃龍蝦火鍋', '生魚片新鮮度UP, 丼飯份量多，CP值不錯，唯飯的軟硬Q度無法維持相同。']",406台中市北屯區河北路二段198號
饡味軒 嘉義火雞肉飯,https://www.google.com.tw/maps/place/%E9%A5%A1%E5%91%B3%E8%BB%92+%E5%98%89%E7%BE%A9%E7%81%AB%E9%9B%9E%E8%82%89%E9%A3%AF/data=!4m5!3m4!1s0x346917e7aaaaaaab:0xaa16c2268f2b14ff!8m2!3d24.1713453!4d120.6907604?authuser=0&hl=zh-TW&rclk=1,4.1,1279,"['雞肉飯口味不錯，刺瓜肉丸湯頭清甜，小菜：魯嫩豆腐、白菜滷值得推薦', '雞肉飯好吃 便當的菜味道也是有水準 還有單人的砂鍋魚頭 只是人多有時會等比較久', '生意好，地方乾淨，沒有油煙，家人喜歡，火雞肉QQ的，白菜滷味道好。']",406台中市北屯區文心路四段820-1號
天童本湯鍋物,https://www.google.com.tw/maps/place/%E5%A4%A9%E7%AB%A5%E6%9C%AC%E6%B9%AF%E9%8D%8B%E7%89%A9/data=!4m5!3m4!1s0x3469193396786467:0xc4408e438ca72a18!8m2!3d24.1749267!4d120.7245376?authuser=0&hl=zh-TW&rclk=1,4.9,850,"['服務態度友善，空間位置寬敞， 飲料口味多元，火鍋湯頭及肉品都很新鮮。', '環境整潔，素食的起司牛奶鍋香濃順口，主餐是放多種菇類組合，搭配上牛奶鍋底👍', '菜盤、海鮮、肉都有鮮甜 食材確實用心 花椒湯底香不死鹹 好喝']",40642台中市北屯區建和路二段269號
那一間串燒居酒屋,https://www.google.com.tw/maps/place/%E9%82%A3%E4%B8%80%E9%96%93%E4%B8%B2%E7%87%92%E5%B1%85%E9%85%92%E5%B1%8B/data=!4m5!3m4!1s0x346917dbb8e3c1e7:0x30a4510ba60cfc0f!8m2!3d24.170323!4d120.6814572?authuser=0&hl=zh-TW&rclk=1,4.7,880,"['推薦：番茄豬肉捲、酒蒸蛤蜊、蔥捲、烤飯糰、烤香魚、燉牛肉、土瓶蒸。', '燒烤都很棒！特別喜歡午魚、海老豚、鳳凰松坂肉、鮭魚親子炒飯！', '服務親切，而且女服務可愛 食物也好吃，推茶泡飯跟生魚片']",406台中市北屯區綏遠路二段52-1號
禾採 創作定食/風味鍋物,https://www.google.com.tw/maps/place/%E7%A6%BE%E6%8E%A1+%E5%89%B5%E4%BD%9C%E5%AE%9A%E9%A3%9F%2F%E9%A2%A8%E5%91%B3%E9%8D%8B%E7%89%A9/data=!4m5!3m4!1s0x346919a1dc3b1463:0xe7b5fc62ebd31369!8m2!3d24.1768039!4d120.7301465?authuser=0&hl=zh-TW&rclk=1,4.7,606,"['火鍋湯頭偏鹹，主食：冷凍雞肉普通。蔬菜盤量足夠是唯一優點。會贈送沙拉ㄧ份，很棒。', '好吃的定食鍋物料理 好停車👍 剝皮辣椒鍋👉湯頭好喝 鐵板梅花豬👉肉嫩，份量十足', '桌邊飲品（免費）很貼心附上冰熱兩種，冰的是冬瓜紅茶，熱的則是玉米鬚茶']",406台中市北屯區松竹路一段9號
阿陞功夫廚房,https://www.google.com.tw/maps/place/%E9%98%BF%E9%99%9E%E5%8A%9F%E5%A4%AB%E5%BB%9A%E6%88%BF/data=!4m5!3m4!1s0x346917bc6c02567f:0x373e7fcbd6399b12!8m2!3d24.1908074!4d120.6843816?authuser=0&hl=zh-TW&rclk=1,4.4,598,"['裝潢有特色，兼具日式和台式復古風；牛腩湯汁香甜且牛肉嫩，抹茶牛奶稍貴但很好喝', '肉大片 菜色特別 蔥多 豆漿純 有冰沙 老闆親切 好吃', '老房子改的店，生意好，東西不錯，但店員服務態度有進步空間']",40680台中市北屯區昌平路二段43之3號
永留香臭豆腐,https://www.google.com.tw/maps/place/%E6%B0%B8%E7%95%99%E9%A6%99%E8%87%AD%E8%B1%86%E8%85%90/data=!4m5!3m4!1s0x34691792928c4d37:0x54d455ad5e90409b!8m2!3d24.1823398!4d120.6991974?authuser=0&hl=zh-TW&rclk=1,4.3,749,"['棒 🥣大腸豬血湯35 這個料算是蠻多的 湯頭不會太重覺得不錯喝', '不好吃。內餡硬。只有少量的泡菜一樣，沒有小黃瓜。服務態度隨意，不衛生。', '麵線跟臭豆腐必點，超級好吃，就是環境衛生堪憂，停車不便，建議騎車前往！']",406台中市北屯區松竹路二段67巷
築間幸福鍋物 台中北屯店,https://www.google.com.tw/maps/place/%E7%AF%89%E9%96%93%E5%B9%B8%E7%A6%8F%E9%8D%8B%E7%89%A9+%E5%8F%B0%E4%B8%AD%E5%8C%97%E5%B1%AF%E5%BA%97/data=!4m5!3m4!1s0x346917bee2768b7f:0xf6454296c91de29f!8m2!3d24.1867298!4d120.6853298?authuser=0&hl=zh-TW&rclk=1,4.4,4568,"['平價火鍋的頂級享受，擺盤很美，菜盤的菜跟料都很好，裝潢氣氛不錯！冰淇淋也很好吃！', '品質很好，價格公道，服務很好，火鍋料理非常好，座位規劃有著隱私性。台中火鍋名店。', '用餐環境佳，肉盤份量足，菜盤種類蛤蜊數量偏少，麻辣鍋底很值得，鴨血給得大方。']",406台中市北屯區崇德九路455號
柴火-火燄烤鴨館松竹店,https://www.google.com.tw/maps/place/%E6%9F%B4%E7%81%AB-%E7%81%AB%E7%87%84%E7%83%A4%E9%B4%A8%E9%A4%A8%E6%9D%BE%E7%AB%B9%E5%BA%97/data=!4m5!3m4!1s0x346917c7254ec275:0x6b8b0997a89948f5!8m2!3d24.1820979!4d120.682416?authuser=0&hl=zh-TW&rclk=1,4.5,2713,"['帶媽媽來嚐鮮 現場師傅解說烤鴨吃法 酥酥脆脆的皮口感特別 小菜茶品很合媽媽的口味', '東西好吃 變化多！重點煮烤鴨的老師傅好專業， 其他菜東坡肉跟排骨口味也很棒！推推', '本店氣氛好燈光佳， 烤鴨好吃多汁樣式多， 服務生品質好服務佳。']",406台中市北屯區松竹路三段26號
三本茶藝館,https://www.google.com.tw/maps/place/%E4%B8%89%E6%9C%AC%E8%8C%B6%E8%97%9D%E9%A4%A8/data=!4m5!3m4!1s0x3469183da54f9ea1:0xbd0856f7c616d508!8m2!3d24.1763107!4d120.7270387?authuser=0&hl=zh-TW&rclk=1,4.2,2068,"['點了鮭魚炒飯+泡菜的套餐份量足夠還有湯跟甜點，飲料也不貴，cp值算不錯', '火鍋內料很多，泡菜湯頭偏酸一點，店內餐點種類豐富，有飯有麵，還有火鍋可選擇👍🏻', '餐點種類與點菜方式多樣化， 餐點口味大不同， 餐後更有附水果與點心， 棒棒！']",406台中市北屯區東山路一段342號
Nola Kitchen紐澳良小廚,https://www.google.com.tw/maps/place/Nola+Kitchen%E7%B4%90%E6%BE%B3%E8%89%AF%E5%B0%8F%E5%BB%9A/data=!4m5!3m4!1s0x346917c173db5b35:0x8e2fd68d74857415!8m2!3d24.17921!4d120.6856561?authuser=0&hl=zh-TW&rclk=1,4.1,684,"['服務用心，餐點美味，飲料（可樂）可續杯（只能再續紅茶或咖啡），用餐環境乾淨。', '寬敞的桌位空間。特色餐飲 價格倒算是北屯區中高價了。也有服務費。', '餐點很好吃, 氣氛也佳 推薦炸雞鬆餅和濃湯飯']",406台中市北屯區崇德五路192號
凱恩斯岩燒牛排 台中崇德店,https://www.google.com.tw/maps/place/%E5%87%B1%E6%81%A9%E6%96%AF%E5%B2%A9%E7%87%92%E7%89%9B%E6%8E%92+%E5%8F%B0%E4%B8%AD%E5%B4%87%E5%BE%B7%E5%BA%97/data=!4m5!3m4!1s0x346917dcdb88fa87:0xc400e0772fafe80a!8m2!3d24.1714379!4d120.6856393?authuser=0&hl=zh-TW&rclk=1,4.7,7502,"['推薦餐點：菲力牛排、凱撒沙拉、美祿恐龍、牛肉清湯、當季雪酪、墨魚捲', '煎豬肉煎到全身汗， 結帳看到服務費只能嘆一口氣， 這價位不如爽爽吹冷氣吃西堤。', '上菜速度快，東西好吃，也不算貴 缺點：巧克力蛋糕太甜、小朋友座椅很不安全⚠️']",406台中市北屯區崇德路二段138號
嵐山熟成牛かつ專売-台中北屯昌平店,https://www.google.com.tw/maps/place/%E5%B5%90%E5%B1%B1%E7%86%9F%E6%88%90%E7%89%9B%E3%81%8B%E3%81%A4%E5%B0%88%E5%A3%B2-%E5%8F%B0%E4%B8%AD%E5%8C%97%E5%B1%AF%E6%98%8C%E5%B9%B3%E5%BA%97/data=!4m5!3m4!1s0x346917e66044436f:0xad38f4fb38207edc!8m2!3d24.1832434!4d120.6899918?authuser=0&hl=zh-TW&rclk=1,4.8,6281,"['上菜的速度快，服務親切，空間寬敞，食物好吃份量很多，白飯味噌湯無限拿，值得推薦', '套餐是很標準的日式定食，份量很剛好，也有自助吧台區，提供部分湯飲品無限自取。', '想吃東西卻又不知道吃什麼的好選擇~牛排鮮嫩、漢堡肉排多汁，飯後甜點也很驚艷！']",406台中市北屯區昌平路二段12之15巷60號
找晨。Find Morning手作輕食料理(北屯店),https://www.google.com.tw/maps/place/%E6%89%BE%E6%99%A8%E3%80%82Find+Morning%E6%89%8B%E4%BD%9C%E8%BC%95%E9%A3%9F%E6%96%99%E7%90%86(%E5%8C%97%E5%B1%AF%E5%BA%97)/data=!4m5!3m4!1s0x346917e426ff4293:0x8ced7f11934be8d4!8m2!3d24.16744!4d120.694906?authuser=0&hl=zh-TW&rclk=1,4.6,938,"['地下室有貓咪 空間較大 一樓比較舒適 餐點還不錯 兒童餐點的話小孩很愛奶酪', '好吃早餐，生菜沙拉新鮮醬汁酸甜，明太子法棍麵包新鮮，豆漿真的好喝，地瓜也好吃。', '日式菇菇牛燒肉焗烤法國，結合牛肉,香菇與焗烤，口味濃郁']","17號, 文昌東十二街北屯區台中市406"
陸光七村景觀餐廳,https://www.google.com.tw/maps/place/%E9%99%B8%E5%85%89%E4%B8%83%E6%9D%91%E6%99%AF%E8%A7%80%E9%A4%90%E5%BB%B3/data=!4m5!3m4!1s0x3469186587688c13:0x5da2224a50a1cec!8m2!3d24.1656108!4d120.7409536?authuser=0&hl=zh-TW&rclk=1,4.1,1123,"['假日人多，尤其戶外區可賞夜景，建議先訂位，菜色料理服務都還ok ，上菜速度算快。', '景觀餐廳夜色居高臨下腑攬全台中，眷村懷舊風格的路線，場地寬大適合團體聚會，讚！', '非常適合家庭聚會，桌菜好吃價格不會太高，大推芋頭中卷米粉鍋超讚的']",406台中市北屯區北坑巷12-20號
東東芋圓 本店,https://www.google.com.tw/maps/place/%E6%9D%B1%E6%9D%B1%E8%8A%8B%E5%9C%93+%E6%9C%AC%E5%BA%97/data=!4m5!3m4!1s0x34691845d72dc80d:0x1e4f4835c09079ef!8m2!3d24.1797626!4d120.7410846?authuser=0&hl=zh-TW&rclk=1,4.2,6924,"['芋泥大推薦！服務速度很快！櫃台結帳小姐超美！', '大坑風景區著名小吃，假日人多店內位置不好找，芋圓好吃', '配料好吃（芋圓/芋頭/薏仁/仙草），不過甜湯（冰）有待改進，有點像冰水']",406台中市北屯區東山路二段48-3號
港町十三番地太原店,https://www.google.com.tw/maps/place/%E6%B8%AF%E7%94%BA%E5%8D%81%E4%B8%89%E7%95%AA%E5%9C%B0%E5%A4%AA%E5%8E%9F%E5%BA%97/data=!4m5!3m4!1s0x3469180faa535095:0x909604599ab317a7!8m2!3d24.1623421!4d120.7209625?authuser=0&hl=zh-TW&rclk=1,4.2,2458,"['和風野菜沙拉居然還有鴨肉四片，菜量足夠，有甜椒、黃瓜、蕃茄、山藥、生菜等。', '用餐空間很大很寬敞 木頭裝潢搭配日式的風格，很有日本特色小店的味道！', '推薦：炸豆腐（醬另外放） 生魚片 普：月亮蝦餅、豬小排、雞屁股、烏龍麵']",406台中市北屯區太原路三段1136-5號
眺高 STAY WITH MOUNTAIN-台中景點 大坑景點 美食推薦 台中景觀餐廳 夜景餐廳 場地租借 慶生派對 咖啡廳 義式料理餐廳,https://www.google.com.tw/maps/place/%E7%9C%BA%E9%AB%98+STAY+WITH+MOUNTAIN-%E5%8F%B0%E4%B8%AD%E6%99%AF%E9%BB%9E+%E5%A4%A7%E5%9D%91%E6%99%AF%E9%BB%9E+%E7%BE%8E%E9%A3%9F%E6%8E%A8%E8%96%A6+%E5%8F%B0%E4%B8%AD%E6%99%AF%E8%A7%80%E9%A4%90%E5%BB%B3+%E5%A4%9C%E6%99%AF%E9%A4%90%E5%BB%B3+%E5%A0%B4%E5%9C%B0%E7%A7%9F%E5%80%9F+%E6%85%B6%E7%94%9F%E6%B4%BE%E5%B0%8D+%E5%92%96%E5%95%A1%E5%BB%B3+%E7%BE%A9%E5%BC%8F%E6%96%99%E7%90%86%E9%A4%90%E5%BB%B3/data=!4m5!3m4!1s0x34691841191105e1:0xc85c10927652e81d!8m2!3d24.1753344!4d120.7387604?authuser=0&hl=zh-TW&rclk=1,4.3,3810,"['位置間隔很大很棒，風景不錯，食物不難吃份量多，牛奶雞肉火鍋肉菜都很新鮮❤️❤️', '很美的景觀餐廳 餐廳停車方便 店員介紹的墨魚燉飯、鹹奶油軟法都好吃 香料花茶好喝', '裝潢風格氛圍非常好，適合放鬆休閒的好去處，但餐點速度真的有點久，唯一美中不足。']",406台中市北屯區部子路700巷11弄36號
くら寿司 藏壽司 台中中清路店,https://www.google.com.tw/maps/place/%E3%81%8F%E3%82%89%E5%AF%BF%E5%8F%B8+%E8%97%8F%E5%A3%BD%E5%8F%B8+%E5%8F%B0%E4%B8%AD%E4%B8%AD%E6%B8%85%E8%B7%AF%E5%BA%97/data=!4m5!3m4!1s0x34691635a7600ca7:0x5ea7e011535ac9fb!8m2!3d24.1869678!4d120.6631235?authuser=0&hl=zh-TW&rclk=1,4.2,6265,"['壽司醋飯都是葷食 只有甜點、毛豆、啤酒飲料是素食 扭蛋機很暢銷！', '桌面平板點餐方便。冷麵麵條軟Q好吃。迷你包柚子醋很香，伴蒸蛋好吃。', '拉麵很Q很好吃但是份量不多、湯頭的部分對台灣人來說偏鹹但還不錯喝。']",406台中市北屯區中清路二段777號
ONE將熱炒一番,https://www.google.com.tw/maps/place/ONE%E5%B0%87%E7%86%B1%E7%82%92%E4%B8%80%E7%95%AA/data=!4m5!3m4!1s0x346917db5d5bcbb9:0x40702575aa63430!8m2!3d24.1722022!4d120.6825011?authuser=0&hl=zh-TW&rclk=1,4.3,628,"['菜色有飯店水準，極推海鮮芋頭米粉湯跟京都排骨，必吃', '適合闔家聚餐 朋友聚會的好地方 台中北屯快炒第一選擇 店家親切 食材好吃又新鮮', '什錦炒麵口味有點偏像日式,帶點甜甜的, 料也都蠻實在的,蝦子跟蛤蜊都很大。']",406台中市北屯區文心路四段460號
樂座爐端燒 RAKUZA Robatayaki 崇德店,https://www.google.com.tw/maps/place/%E6%A8%82%E5%BA%A7%E7%88%90%E7%AB%AF%E7%87%92+RAKUZA+Robatayaki+%E5%B4%87%E5%BE%B7%E5%BA%97/data=!4m5!3m4!1s0x346917c326babeff:0x39043e42432f6e43!8m2!3d24.1737453!4d120.6857037?authuser=0&hl=zh-TW&rclk=1,4.3,649,"['服務親切 但連續送錯餐點 滿有日式氣氛的但是cp值低 炸雞是個雷 烤肉串好吃', '以這個價位有更好的選擇，二樓用餐區的服務欠佳，魚下巴好吃，炸肥腸是配泡菜蠻特別的', '很日式的日式料理店 外觀跟裡面裝潢都很用心 食材新鮮好吃 送菜方式很有趣']",406台中市北屯區崇德路二段206號
